image_path,posture_type,category,landmarks
SittingData\good\2\109.jpg,,good,"[0.5450862646102905, -0.0979815125465393, 0.9940699338912964, 0.5370778441429138, -0.14007538557052612, 0.9799219369888306, 0.5331934094429016, -0.14036136865615845, 0.988443911075592, 0.5296547412872314, -0.13952946662902832, 0.9898687601089478, 0.537043571472168, -0.13931947946548462, 0.9877512454986572, 0.5330690145492554, -0.13997870683670044, 0.9949570298194885, 0.5287351608276367, -0.14098221063613892, 0.9936103224754333, 0.4958800673484802, -0.1300463080406189, 0.9977619647979736, 0.4941670000553131, -0.13321846723556519, 0.9952534437179565, 0.5261536836624146, -0.051585257053375244, 0.9882219433784485, 0.5235174298286438, -0.056119680404663086, 0.9922162294387817, 0.5022146105766296, 0.10102957487106323, 0.9996376037597656, 0.4504394829273224, 0.10074245929718018, 0.9990891218185425, 0.6737042665481567, 0.13166987895965576, 0.5728128552436829, 0.6581849455833435, 0.1270127296447754, 0.9889996647834778, 0.8365259170532227, 0.07867294549942017, 0.2450525015592575, 0.848115086555481, 0.07074648141860962, 0.9851163029670715, 0.8769540786743164, 0.0622895322740078, 0.29579097032546997, 0.8937351703643799, 0.05246996879577637, 0.9867008328437805, 0.8893621563911438, 0.060588836669921875, 0.32025256752967834, 0.9005399942398071, 0.05741816759109497, 0.988416314125061, 0.8767167925834656, 0.07536882162094116, 0.36405715346336365, 0.8839938044548035, 0.07408976554870605, 0.9799637198448181, 0.5592080354690552, 0.5962274670600891, 0.9982330799102783, 0.5032200217247009, 0.659328043460846, 0.9984476566314697, 0.795663595199585, 0.7053712606430054, 0.6124482154846191, 0.7641271352767944, 0.7834687829017639, 0.967734694480896, 0.7471128106117249, 1.1554605960845947, 0.5994753837585449, 0.6811147332191467, 1.1615360975265503, 0.9502235651016235, 0.7199392318725586, 1.2141159772872925, 0.756320059299469, 0.6435509920120239, 1.2120617628097534, 0.9485631585121155, 0.7789594531059265, 1.2732421159744263, 0.740643322467804, 0.7407202124595642, 1.2410223484039307, 0.9414552450180054]"
SittingData\good\2\110.jpg,,good,"[0.5449785590171814, -0.10062539577484131, 0.9902177453041077, 0.5312292575836182, -0.13992822170257568, 0.9778509736061096, 0.5281867980957031, -0.13939642906188965, 0.9858767986297607, 0.525536060333252, -0.1378379464149475, 0.9895893931388855, 0.530378520488739, -0.14048302173614502, 0.9863684773445129, 0.5264160633087158, -0.14088702201843262, 0.9929978847503662, 0.5220759510993958, -0.14160889387130737, 0.9922491312026978, 0.49544620513916016, -0.12229675054550171, 0.9981841444969177, 0.49082133173942566, -0.12810903787612915, 0.9947644472122192, 0.5307857990264893, -0.06173861026763916, 0.9907833337783813, 0.5280214548110962, -0.06067175045609474, 0.9925189018249512, 0.5075435638427734, 0.09423613548278809, 0.9995585083961487, 0.45565730333328247, 0.10608196258544922, 0.9981840252876282, 0.6795603036880493, 0.14165520668029785, 0.6984499096870422, 0.6555982232093811, 0.15991684794425964, 0.9869760870933533, 0.8456686735153198, 0.08061206340789795, 0.2667507231235504, 0.8229438662528992, 0.07797688245773315, 0.9785273671150208, 0.8926259279251099, 0.06781160831451416, 0.323682963848114, 0.8683029413223267, 0.08811146020889282, 0.9806622862815857, 0.9020131826400757, 0.06350350379943848, 0.34860578179359436, 0.8767171502113342, 0.060134466737508774, 0.9829655289649963, 0.8876863121986389, 0.07401657104492188, 0.3929785192012787, 0.8600144982337952, 0.07258427143096924, 0.9707534909248352, 0.5672191977500916, 0.5873733758926392, 0.9985861778259277, 0.5027845501899719, 0.6486096978187561, 0.9977747797966003, 0.7953792214393616, 0.7035536170005798, 0.9610608220100403, 0.7155186533927917, 0.8255930542945862, 0.9913296699523926, 0.7395748496055603, 1.1512424945831299, 0.9376945495605469, 0.6275177001953125, 1.0776941776275635, 0.9400883913040161, 0.7098453044891357, 1.2108206748962402, 0.9382290244102478, 0.5925763845443726, 1.108201026916504, 0.9274114370346069, 0.7713568210601807, 1.2720258235931396, 0.9372981786727905, 0.6665852665901184, 1.1679935455322266, 0.9281718134880066]"
SittingData\good\2\111.jpg,,good,"[0.5294926166534424, -0.11417531967163086, 0.9960940480232239, 0.5190585851669312, -0.161706805229187, 0.9821531176567078, 0.5143443942070007, -0.16146045923233032, 0.9916117191314697, 0.5099321603775024, -0.1601281762123108, 0.9903252124786377, 0.522549033164978, -0.16019976139068604, 0.989038348197937, 0.5198169350624084, -0.15972363948822021, 0.9965459704399109, 0.5167510509490967, -0.1595723032951355, 0.9948527216911316, 0.4775170087814331, -0.14218169450759888, 0.9981491565704346, 0.4865952730178833, -0.1431296467781067, 0.997117280960083, 0.5204617381095886, -0.07160788774490356, 0.990691065788269, 0.5233495831489563, -0.0718725323677063, 0.9946184754371643, 0.4658435583114624, 0.0890626311302185, 0.9997687935829163, 0.46019524335861206, 0.1067778468132019, 0.9996331930160522, 0.6596001386642456, 0.17559629678726196, 0.6862425804138184, 0.6561716794967651, 0.2147180736064911, 0.9961477518081665, 0.8369547128677368, 0.10502183437347412, 0.43578416109085083, 0.8345876336097717, 0.11307382583618164, 0.9979693293571472, 0.8747362494468689, 0.09207504987716675, 0.4963742792606354, 0.8904092311859131, 0.09677094221115112, 0.9981687068939209, 0.8889302015304565, 0.08149737119674683, 0.510835587978363, 0.8891691565513611, 0.08693742752075195, 0.9983154535293579, 0.8746658563613892, 0.09089601039886475, 0.5565380454063416, 0.8780233263969421, 0.09525591135025024, 0.9969857335090637, 0.5552513003349304, 0.5992404222488403, 0.999030351638794, 0.5177914500236511, 0.6601427793502808, 0.9994738698005676, 0.7920004725456238, 0.7030584216117859, 0.6423530578613281, 0.785899817943573, 0.7596980929374695, 0.9914537668228149, 0.747326672077179, 1.1036698818206787, 0.6775214076042175, 0.7062748074531555, 1.1832445859909058, 0.991947591304779, 0.7220550775527954, 1.1537917852401733, 0.8152358531951904, 0.6686564683914185, 1.2416081428527832, 0.9907804131507874, 0.7742015719413757, 1.2101482152938843, 0.8007341623306274, 0.7685767412185669, 1.2646291255950928, 0.9868119359016418]"
SittingData\good\2\112.jpg,,good,"[0.5160267353057861, -0.10787409543991089, 0.9819449186325073, 0.5027160048484802, -0.14134031534194946, 0.9638249278068542, 0.498049795627594, -0.14217782020568848, 0.9706832766532898, 0.4936422109603882, -0.1419922113418579, 0.9729828834533691, 0.5070000886917114, -0.13687127828598022, 0.9857187867164612, 0.5050628185272217, -0.13494950532913208, 0.9941304326057434, 0.5028064250946045, -0.1333041787147522, 0.9954564571380615, 0.46457308530807495, -0.12590008974075317, 0.9936478734016418, 0.4782894551753998, -0.11575853824615479, 0.996531069278717, 0.5099339485168457, -0.07205456495285034, 0.9733977913856506, 0.5131586790084839, -0.06750357151031494, 0.9892303347587585, 0.46330463886260986, 0.09760689735412598, 0.9974195957183838, 0.46458232402801514, 0.12058901786804199, 0.9997153878211975, 0.481664776802063, 0.24400651454925537, 0.02964925765991211, 0.6339807510375977, 0.2655731439590454, 0.9960219264030457, 0.4942421615123749, 0.27325135469436646, 0.00538076413795352, 0.8148919343948364, 0.14962947368621826, 0.9967051148414612, 0.4738243818283081, 0.268206387758255, 0.012450942769646645, 0.864111065864563, 0.1366901993751526, 0.9965697526931763, 0.4857228696346283, 0.2426844835281372, 0.01244865171611309, 0.868087649345398, 0.1259777545928955, 0.9967241883277893, 0.4996815323829651, 0.23957160115242004, 0.013041543774306774, 0.8520296812057495, 0.13338828086853027, 0.9924240112304688, 0.5547702312469482, 0.5856286883354187, 0.9990596175193787, 0.5102654099464417, 0.6436379551887512, 0.9997114539146423, 0.7818294167518616, 0.6992822289466858, 0.46221923828125, 0.7732046842575073, 0.7659451365470886, 0.962221086025238, 0.7253224849700928, 1.1192200183868408, 0.4727775752544403, 0.6947893500328064, 1.1453077793121338, 0.9279184341430664, 0.7053896188735962, 1.171160101890564, 0.5998278260231018, 0.6585738062858582, 1.2022016048431396, 0.9141799211502075, 0.7446680665016174, 1.2190783023834229, 0.5510656833648682, 0.7562268376350403, 1.2171093225479126, 0.9103585481643677]"
SittingData\good\2\113.jpg,,good,"[0.5209778547286987, -0.04308664798736572, 0.9991902709007263, 0.5148602724075317, -0.07322543859481812, 0.9959560036659241, 0.5120388865470886, -0.07379460334777832, 0.9978440999984741, 0.5094255805015564, -0.07355743646621704, 0.9979376792907715, 0.516646683216095, -0.0706033706665039, 0.9981123208999634, 0.5184351801872253, -0.06906330585479736, 0.9992682337760925, 0.5199565291404724, -0.06800347566604614, 0.9989816546440125, 0.4878388047218323, -0.06035184860229492, 0.9996005892753601, 0.4886328876018524, -0.05315196514129639, 0.9993416666984558, 0.5138547420501709, -0.0035230517387390137, 0.998420238494873, 0.520720899105072, -0.0029880404472351074, 0.9991055130958557, 0.5013225078582764, 0.11894649267196655, 0.9999397993087769, 0.47280043363571167, 0.14630243182182312, 0.9998316764831543, 0.6373290419578552, 0.23604053258895874, 0.6924230456352234, 0.6160313487052917, 0.31959962844848633, 0.9954109787940979, 0.7893238067626953, 0.20065879821777344, 0.38370150327682495, 0.7755456566810608, 0.21042558550834656, 0.9943857192993164, 0.8233279585838318, 0.19196811318397522, 0.4844113886356354, 0.821202278137207, 0.1911853551864624, 0.9953513145446777, 0.8324099779129028, 0.1790657937526703, 0.510981023311615, 0.820993959903717, 0.1793162226676941, 0.9956449270248413, 0.8194097876548767, 0.18436750769615173, 0.5596160292625427, 0.8066785335540771, 0.18260842561721802, 0.992367684841156, 0.5624507069587708, 0.5591288805007935, 0.9994916915893555, 0.5204495191574097, 0.6158753037452698, 0.9996092915534973, 0.7881912589073181, 0.6842837333679199, 0.8399630784988403, 0.7854666113853455, 0.7573201656341553, 0.9944682121276855, 0.7343385219573975, 1.1181366443634033, 0.8596112728118896, 0.6929289102554321, 1.1542892456054688, 0.9910563230514526, 0.7141752243041992, 1.1744661331176758, 0.8861063122749329, 0.661950945854187, 1.2067513465881348, 0.9836235046386719, 0.7576334476470947, 1.2116349935531616, 0.9115145206451416, 0.7483863830566406, 1.2239512205123901, 0.9870722889900208]"
SittingData\good\2\114.jpg,,good,"[0.5309775471687317, -0.02490931749343872, 0.9993031024932861, 0.5183283090591431, -0.054858505725860596, 0.9983206391334534, 0.5207663774490356, -0.05559682846069336, 0.9984945058822632, 0.5190712213516235, -0.05597543716430664, 0.9989521503448486, 0.5214366912841797, -0.05265253782272339, 0.999413251876831, 0.519698977470398, -0.05126088857650757, 0.9996633529663086, 0.5190895199775696, -0.05000734329223633, 0.9997159838676453, 0.4991200566291809, -0.043201982975006104, 0.9997691512107849, 0.5086675882339478, -0.039870500564575195, 0.9997863173484802, 0.5240986347198486, 0.009460926055908203, 0.9993025064468384, 0.5258147120475769, 0.006838977336883545, 0.999686598777771, 0.5032213926315308, 0.11386838555335999, 0.9998877048492432, 0.49137166142463684, 0.1610303819179535, 0.9999402761459351, 0.5779821276664734, 0.2967991530895233, 0.33956053853034973, 0.5796850919723511, 0.37561941146850586, 0.9989610910415649, 0.6716790795326233, 0.3320598602294922, 0.05189209431409836, 0.7502999901771545, 0.26384639739990234, 0.996831476688385, 0.6850667595863342, 0.32559114694595337, 0.08617676049470901, 0.7976692914962769, 0.24528707563877106, 0.9957197308540344, 0.6953456401824951, 0.3098505437374115, 0.09187427908182144, 0.7972842454910278, 0.22710412740707397, 0.9956521391868591, 0.6909489035606384, 0.3137282729148865, 0.10734745115041733, 0.7820738554000854, 0.2293122410774231, 0.9908891320228577, 0.5534919500350952, 0.5075176954269409, 0.9997650980949402, 0.5348445177078247, 0.5539888143539429, 0.9998794794082642, 0.772335410118103, 0.6801478862762451, 0.8641710877418518, 0.7411915063858032, 0.7411226034164429, 0.9968383312225342, 0.7525083422660828, 1.048940896987915, 0.8473683595657349, 0.7197531461715698, 1.1117300987243652, 0.9935595989227295, 0.738045334815979, 1.1075611114501953, 0.8479182720184326, 0.6977695822715759, 1.183437466621399, 0.9781253933906555, 0.7889816761016846, 1.1014140844345093, 0.8861979246139526, 0.7843897342681885, 1.1486241817474365, 0.9883711934089661]"
SittingData\good\2\115.jpg,,good,"[0.531144380569458, -0.03381955623626709, 0.9506982564926147, 0.5206172466278076, -0.06283164024353027, 0.9198119640350342, 0.5180305242538452, -0.06530624628067017, 0.9072506427764893, 0.5156673789024353, -0.06696861982345581, 0.949341356754303, 0.5212923884391785, -0.05637139081954956, 0.9678736329078674, 0.519027054309845, -0.05464029312133789, 0.9757795333862305, 0.5165499448776245, -0.05311846733093262, 0.9879319071769714, 0.4933589994907379, -0.06411325931549072, 0.9898171424865723, 0.4953322112560272, -0.04678982496261597, 0.9902279376983643, 0.5193294286727905, -0.00198209285736084, 0.9803475141525269, 0.5236243605613708, -0.00659489631652832, 0.9909436106681824, 0.49207016825675964, 0.10796523094177246, 0.9994933605194092, 0.4667419493198395, 0.13434192538261414, 0.9998283386230469, 0.5340376496315002, 0.3581387400627136, 0.014395665377378464, 0.5545212030410767, 0.4108238220214844, 0.9923502802848816, 0.5963824987411499, 0.4421944320201874, 0.00234201573766768, 0.7364736795425415, 0.3173621892929077, 0.9828192591667175, 0.6067460775375366, 0.4602412283420563, 0.0044567943550646305, 0.7842103838920593, 0.31096863746643066, 0.970729649066925, 0.6191978454589844, 0.4409925639629364, 0.004592841025441885, 0.7836484909057617, 0.2872428894042969, 0.9693352580070496, 0.6156638860702515, 0.43309932947158813, 0.005394649226218462, 0.7678823471069336, 0.2822679281234741, 0.9285324215888977, 0.5434420108795166, 0.5320537090301514, 0.9994581341743469, 0.5196544528007507, 0.583967387676239, 0.9997188448905945, 0.774150013923645, 0.6685581207275391, 0.31874996423721313, 0.7402020692825317, 0.7628630995750427, 0.892070472240448, 0.727289080619812, 1.0647066831588745, 0.14353996515274048, 0.6987301111221313, 1.1077805757522583, 0.6392859816551208, 0.7106866240501404, 1.1083619594573975, 0.16249389946460724, 0.6731336116790771, 1.1649160385131836, 0.4095310568809509, 0.7469751238822937, 1.167447566986084, 0.15013109147548676, 0.7593286037445068, 1.167489767074585, 0.5326657295227051]"
SittingData\good\2\116.jpg,,good,"[0.5374054312705994, -0.029529869556427002, 0.9142991900444031, 0.523841142654419, -0.06443870067596436, 0.8200027942657471, 0.5209783911705017, -0.06781262159347534, 0.7837131023406982, 0.5183596014976501, -0.07031071186065674, 0.8594158887863159, 0.5251051783561707, -0.05671060085296631, 0.9386104941368103, 0.5226224064826965, -0.05467116832733154, 0.9562658667564392, 0.5198947787284851, -0.05291330814361572, 0.9809494614601135, 0.4930356740951538, -0.0705866813659668, 0.9620088934898376, 0.49623724818229675, -0.04756522178649902, 0.9867653846740723, 0.529251217842102, -0.010251760482788086, 0.945231556892395, 0.5291810631752014, -0.001206815242767334, 0.9803106188774109, 0.501891553401947, 0.11949554830789566, 0.9988173842430115, 0.46294206380844116, 0.13476401567459106, 0.999884843826294, 0.5524023771286011, 0.34463056921958923, 0.008458662778139114, 0.5356190800666809, 0.4386228919029236, 0.9959041476249695, 0.6196005344390869, 0.3781249523162842, 0.0014904814306646585, 0.7268537878990173, 0.36274421215057373, 0.9969532489776611, 0.6314274668693542, 0.3853605389595032, 0.0034258966334164143, 0.7778152227401733, 0.36399465799331665, 0.9939985275268555, 0.6421718597412109, 0.36089688539505005, 0.003470083698630333, 0.7835471630096436, 0.340602844953537, 0.9937641620635986, 0.6381796598434448, 0.35710471868515015, 0.00420335354283452, 0.766367495059967, 0.3309630751609802, 0.9848802089691162, 0.5558971762657166, 0.5523709654808044, 0.9994921684265137, 0.5096141695976257, 0.5970548987388611, 0.9997580647468567, 0.767740786075592, 0.6757121682167053, 0.3049309253692627, 0.727007269859314, 0.7522839903831482, 0.7715790271759033, 0.735403299331665, 1.0579829216003418, 0.18306249380111694, 0.6797739267349243, 0.9932525753974915, 0.17546501755714417, 0.7182396650314331, 1.1019872426986694, 0.19679976999759674, 0.6558300852775574, 1.0290329456329346, 0.1796387881040573, 0.7686977982521057, 1.1612095832824707, 0.14143683016300201, 0.7298164963722229, 1.0567443370819092, 0.14125129580497742]"
SittingData\good\2\117.jpg,,good,"[0.538309633731842, 0.010208159685134888, 0.9685161709785461, 0.530626654624939, -0.018717169761657715, 0.9374845623970032, 0.5295659303665161, -0.020143866539001465, 0.942110538482666, 0.5287472009658813, -0.020828664302825928, 0.9701012372970581, 0.5298208594322205, -0.014982998371124268, 0.9688034057617188, 0.527617335319519, -0.013863354921340942, 0.9747307896614075, 0.5251879096031189, -0.012979298830032349, 0.9852187037467957, 0.5132888555526733, -0.016789913177490234, 0.9941343665122986, 0.5097604393959045, -0.006834924221038818, 0.9894459843635559, 0.5345705151557922, 0.03186410665512085, 0.9903546571731567, 0.532297670841217, 0.03517600893974304, 0.9946735501289368, 0.5267142653465271, 0.14133012294769287, 0.999895453453064, 0.4716110825538635, 0.15436485409736633, 0.9999161958694458, 0.6121879816055298, 0.35338765382766724, 0.5333693623542786, 0.5240845084190369, 0.45739808678627014, 0.9990724325180054, 0.7280309200286865, 0.41215160489082336, 0.24496273696422577, 0.7146795988082886, 0.41248324513435364, 0.9989649057388306, 0.7836968302726746, 0.4621252119541168, 0.2509096562862396, 0.764912486076355, 0.41762274503707886, 0.997519314289093, 0.8038302063941956, 0.43335533142089844, 0.2737827003002167, 0.7687278985977173, 0.40170058608055115, 0.9975528120994568, 0.7831213474273682, 0.4609842896461487, 0.3306531012058258, 0.7551777362823486, 0.392727792263031, 0.9952946305274963, 0.5608055591583252, 0.5165449976921082, 0.9993720650672913, 0.5125267505645752, 0.5735370516777039, 0.9994062185287476, 0.7781350016593933, 0.6801671981811523, 0.7844120860099792, 0.727347731590271, 0.7530213594436646, 0.9473379850387573, 0.7491369247436523, 1.0167725086212158, 0.5989145636558533, 0.6990951299667358, 0.9894149899482727, 0.5587378144264221, 0.7315456867218018, 1.069250226020813, 0.5018002986907959, 0.678955614566803, 1.0323207378387451, 0.4250487685203552, 0.7968122363090515, 1.0851008892059326, 0.5394802093505859, 0.7512896060943604, 1.0425090789794922, 0.4696004390716553]"
SittingData\good\2\118.jpg,,good,"[0.5455237030982971, 0.0022372305393218994, 0.9350762963294983, 0.5378196239471436, -0.032945871353149414, 0.870742678642273, 0.5365301966667175, -0.03558629751205444, 0.8845894932746887, 0.5354456305503845, -0.037335336208343506, 0.9356852173805237, 0.5366052985191345, -0.02831345796585083, 0.9317083358764648, 0.534052312374115, -0.027619510889053345, 0.9461415410041809, 0.5312775373458862, -0.027280598878860474, 0.9660281538963318, 0.5176578164100647, -0.041696786880493164, 0.9867342710494995, 0.513434112071991, -0.02823135256767273, 0.9741325378417969, 0.5400183200836182, 0.020214349031448364, 0.9712371230125427, 0.5373877882957458, 0.025727540254592896, 0.9827205538749695, 0.5235251188278198, 0.13246753811836243, 0.9997292160987854, 0.47453075647354126, 0.13218462467193604, 0.999679684638977, 0.5613067150115967, 0.40539634227752686, 0.20725278556346893, 0.5127953886985779, 0.47577768564224243, 0.9956774115562439, 0.7002103328704834, 0.4578852951526642, 0.13329465687274933, 0.6967104077339172, 0.45322921872138977, 0.9894866943359375, 0.7444477081298828, 0.47307026386260986, 0.15926893055438995, 0.7558925151824951, 0.47037914395332336, 0.9800100922584534, 0.7582119703292847, 0.4598407447338104, 0.17726284265518188, 0.7621231079101562, 0.4519285559654236, 0.9816068410873413, 0.7429498434066772, 0.4557572305202484, 0.20260877907276154, 0.7474089860916138, 0.44412675499916077, 0.9665549993515015, 0.5429853796958923, 0.5524643063545227, 0.9976782202720642, 0.5034483075141907, 0.5831353068351746, 0.9973867535591125, 0.7687698602676392, 0.6911296844482422, 0.47269436717033386, 0.7199764251708984, 0.7370575666427612, 0.8431161046028137, 0.7049218416213989, 1.0687776803970337, 0.3596043884754181, 0.6521517634391785, 0.9762757420539856, 0.24273665249347687, 0.6824837327003479, 1.1141619682312012, 0.3414585590362549, 0.623140275478363, 1.0012305974960327, 0.20001862943172455, 0.7324001789093018, 1.155627965927124, 0.3210219442844391, 0.6966320276260376, 1.0572867393493652, 0.2342306673526764]"
SittingData\good\2\12.jpg,,good,"[0.5465100407600403, -0.03501075506210327, 0.9728630781173706, 0.5392192006111145, -0.06267586350440979, 0.9383956789970398, 0.5353680849075317, -0.06327217817306519, 0.9540755152702332, 0.5311550498008728, -0.06361284852027893, 0.9703256487846375, 0.5453946590423584, -0.060299213975667953, 0.9618662595748901, 0.5462583899497986, -0.05922916531562805, 0.9733986258506775, 0.5466147661209106, -0.05824786424636841, 0.9813686609268188, 0.5249149203300476, -0.0672864317893982, 0.9942863583564758, 0.5372764468193054, -0.04568943381309509, 0.9864643812179565, 0.538960874080658, -0.004278689622879028, 0.9861930012702942, 0.5397679209709167, -0.0055124759674072266, 0.9908691644668579, 0.5351922512054443, 0.14386752247810364, 0.9999277591705322, 0.48323652148246765, 0.1320255696773529, 0.999919056892395, 0.5490046739578247, 0.41708821058273315, 0.2552339732646942, 0.4777056872844696, 0.4933498501777649, 0.995944082736969, 0.6604533791542053, 0.5154093503952026, 0.3269740641117096, 0.6536528468132019, 0.5967491865158081, 0.9948465824127197, 0.6976683139801025, 0.5377352833747864, 0.37737566232681274, 0.6959578990936279, 0.6332911849021912, 0.9913982152938843, 0.7084280848503113, 0.5308800339698792, 0.4043596088886261, 0.7135366797447205, 0.6071841716766357, 0.9920204281806946, 0.6947714686393738, 0.5242368578910828, 0.42112618684768677, 0.7028209567070007, 0.5894314050674438, 0.9853716492652893, 0.5225192904472351, 0.592483401298523, 0.9983490705490112, 0.4739258885383606, 0.6498514413833618, 0.9989222288131714, 0.7741740942001343, 0.6829867362976074, 0.13862065970897675, 0.7148230075836182, 0.7850250601768494, 0.8877249360084534, 0.6344573497772217, 0.9605783820152283, 0.04551002010703087, 0.6231154203414917, 1.0102461576461792, 0.27717921137809753, 0.6081090569496155, 0.9823355078697205, 0.061663154512643814, 0.5873068571090698, 1.0230443477630615, 0.3229714334011078, 0.6311862468719482, 1.0463552474975586, 0.0570388026535511, 0.6683990359306335, 1.0887411832809448, 0.23897719383239746]"
SittingData\good\2\127.jpg,,good,"[0.5254516005516052, -0.02168649435043335, 0.9696122407913208, 0.519100546836853, -0.0406453013420105, 0.9239313006401062, 0.5168188214302063, -0.04098960757255554, 0.9420331120491028, 0.5236169695854187, -0.053364574909210205, 0.9644954800605774, 0.5237671136856079, -0.039597898721694946, 0.9576636552810669, 0.5248387455940247, -0.039347290992736816, 0.9698753356933594, 0.5225865244865417, -0.03442844748497009, 0.9785776138305664, 0.5045105218887329, -0.052997738122940063, 0.9931480288505554, 0.5037531852722168, -0.03321889042854309, 0.9836767911911011, 0.5331869721412659, 0.008614689111709595, 0.9859285950660706, 0.5312945246696472, 0.01643112301826477, 0.99134361743927, 0.5191734433174133, 0.14127150177955627, 0.9999428987503052, 0.47006434202194214, 0.13857915997505188, 0.9999165534973145, 0.5475563406944275, 0.41965165734291077, 0.29918742179870605, 0.4808996915817261, 0.49158555269241333, 0.9949333071708679, 0.6562016010284424, 0.5060980319976807, 0.34497448801994324, 0.6565000414848328, 0.5880999565124512, 0.9899724721908569, 0.6976101398468018, 0.5346899032592773, 0.37666213512420654, 0.6997891664505005, 0.617437481880188, 0.9834603667259216, 0.7080985903739929, 0.5260351896286011, 0.40184733271598816, 0.71507728099823, 0.5888650417327881, 0.9847458600997925, 0.693693220615387, 0.5190935134887695, 0.4225824475288391, 0.7033807039260864, 0.5750327110290527, 0.9729189276695251, 0.5284355878829956, 0.5914010405540466, 0.998542070388794, 0.4899488687515259, 0.643961489200592, 0.9990069270133972, 0.7723594903945923, 0.6621823310852051, 0.10896372050046921, 0.7286947965621948, 0.7491849660873413, 0.8673686981201172, 0.6472338438034058, 0.9809461236000061, 0.03135472163558006, 0.6368820667266846, 1.0318666696548462, 0.3465554118156433, 0.6229677796363831, 1.0074872970581055, 0.04663638770580292, 0.6034409403800964, 1.062542200088501, 0.344806432723999, 0.6379212141036987, 1.0661382675170898, 0.03726257383823395, 0.6741510033607483, 1.1035213470458984, 0.29299816489219666]"
